Head_id,Link,Dep_id,Sentence_no,Partition
T210,Argument-Arg,T211,631,4
T213,Argument-Arg,T214,631,4
T213,Argument-Arg,T212,631,4
T216,Argument-Arg,T215,632,4
T216,Post_Clause-Arg,T218,632,4
T218,Argument-Arg,T217,632,4
T221,Retrn_val-Arg,T222,633,4
T221,Post_Clause-Arg,T226,633,4
T223,Argument-Arg,T224,633,4
T224,Argument-Arg,T225,633,4
T226,And_Or_Arg,T227,633,4
T226,And_Or_Arg,T223,633,4
T227,Retrn_val-Arg,T228,633,4
T229,Argument-Arg,T228,633,4
T229,Argument-Arg,T207,633,4
T230,Pre_Clause-Arg,T232,634,4
T232,Argument-Arg,T231,634,4
T232,Post_Clause-Arg,T236,634,4
T234,Argument-Arg,T233,634,4
T234,Argument-Arg,T235,634,4
T236,Retrn_val-Arg,T233,634,4
T242,Argument-Arg,T241,635,4
T242,Argument-Arg,T243,635,4
T245,Argument-Arg,T244,635,4
T245,Argument-Arg,T246,635,4
T247,And_Or_Arg,T241,635,4
T247,And_Or_Arg,T244,635,4
T248,Retrn_val-Arg,T247,635,4
T249,Argument-Arg,T250,636,4
T251,Argument-Arg,T250,636,4
T251,Argument-Arg,T252,636,4
T254,Argument-Arg,T253,636,4
T254,Retrn_val-Arg,T256,636,4
T255,Argument-Arg,T253,636,4
T255,Retrn_val-Arg,T257,636,4
T258,Retrn_val-Arg,T105,618,4
T143,Argument-Arg,T148,622,4
T204,Argument-Arg,T144,630,4
T205,Argument-Arg,T207,633,4
T1,Argument-Arg,T74,614,4
T1,Argument-Arg,T75,614,4
T1,Post_Clause-Arg,T76,614,4
T2,Argument-Arg,T76,614,4
T3,Pre_Clause-Arg,T138,622,4
T4,And_Or_Arg,T251,636,4
T4,And_Or_Arg,T254,636,4
T1,Argument-Arg,T3,637,4
T1,Post_Clause-Arg,T7,637,4
T3,Argument-Arg,T6,637,4
T6,And_Or_Arg,T4,637,4
T6,And_Or_Arg,T5,637,4
T7,Retrn_val-Arg,T9,637,4
T1,Pre_Clause-Arg,T3,638,0
T3,Argument-Arg,T2,638,0
T3,Post_Clause-Arg,T4,638,0
T4,Argument-Arg,T5,638,0
T6,Retrn_val-Arg,T7,639,0
T6,Post_Clause-Arg,T9,639,0
T9,Argument-Arg,T10,639,0
T9,Argument-Arg,T8,639,0
T13,Argument-Arg,T14,640,0
T13,Argument-Arg,T12,640,0
T13,Post_Clause-Arg,T18,640,0
T16,Argument-Arg,T15,640,0
T16,Argument-Arg,T17,640,0
T18,Argument-Arg,T17,640,0
T18,Argument-Arg,T19,640,0
T20,Pre_Clause-Arg,T24,640,0
T22,Argument-Arg,T23,640,0
T22,Argument-Arg,T21,640,0
T24,And_Or_Arg,T22,640,0
T24,And_Or_Arg,T26,640,0
T24,Post_Clause-Arg,T29,640,0
T26,Argument-Arg,T27,640,0
T26,Argument-Arg,T28,640,0
T29,Retrn_val-Arg,T30,640,0
T32,Pre_Clause-Arg,T36,641,0
T34,And_Or_Arg,T33,641,0
T34,And_Or_Arg,T35,641,0
T36,Argument-Arg,T34,641,0
T36,Post_Clause-Arg,T37,641,0
T37,Retrn_val-Arg,T38,641,0
T1,Argument-Arg,T3,642,4
T4,Pre_Clause-Arg,T14,643,4
T12,And_Or_Arg,T11,643,4
T12,And_Or_Arg,T10,643,4
T12,And_Or_Arg,T9,643,4
T12,And_Or_Arg,T8,643,4
T12,And_Or_Arg,T7,643,4
T12,And_Or_Arg,T6,643,4
T14,Argument-Arg,T16,643,4
T14,Post_Clause-Arg,T19,643,4
T14,Argument-Arg,T5,643,4
T16,Argument-Arg,T15,643,4
T16,Argument-Arg,T17,643,4
T19,Retrn_val-Arg,T20,643,4
T21,Pre_Clause-Arg,T22,645,4
T26,Retrn_val-Arg,T27,645,4
T28,Pre_Clause-Arg,T29,646,4
T28,else_Clause-Arg,T34,646,4
T29,Argument-Arg,T31,646,4
T29,Argument-Arg,T30,646,4
T29,Post_Clause-Arg,T32,646,4
T37,Pre_Clause-Arg,T38,647,4
T45,Argument-Arg,T46,647,4
T45,Post_Clause-Arg,T47,647,4
T47,Retrn_val-Arg,T50,647,4
T49,Argument-Arg,T48,647,4
T49,Argument-Arg,T50,647,4
T59,Argument-Arg,T60,648,4
T60,Argument-Arg,T63,648,4
T60,Argument-Arg,T43,648,4
T64,Argument-Arg,T65,648,4
T65,Argument-Arg,T66,648,4
T68,Argument-Arg,T69,649,4
T68,Argument-Arg,T53,649,4
T71,Argument-Arg,T72,649,4
T71,Post_Clause-Arg,T68,649,4
T72,Argument-Arg,T73,649,4
T75,Argument-Arg,T76,644,4
T75,Argument-Arg,T74,644,4
T77,Argument-Arg,T82,644,4
T77,Argument-Arg,T81,644,4
T77,Argument-Arg,T79,644,4
T78,Argument-Arg,T84,644,4
T78,Argument-Arg,T79,644,4
T78,Post_Clause-Arg,T75,644,4
T38,Argument-Arg,T39,647,4
T38,Post_Clause-Arg,T45,647,4
T38,Argument-Arg,T35,647,4
T5,Argument-Arg,T12,643,4
T2,Argument-Arg,T1,642,4
T13,Pre_Clause-Arg,T78,644,4
T40,Argument-Arg,T84,644,4
T22,Argument-Arg,T23,645,4
T22,Post_Clause-Arg,T26,645,4
T32,Argument-Arg,T24,646,4
T32,Argument-Arg,T33,646,4
T34,Retrn_val-Arg,T85,646,4
T35,Argument-Arg,T36,647,4
T35,Argument-Arg,T41,647,4
T42,Argument-Arg,T52,648,4
T42,Argument-Arg,T51,648,4
T51,And_Or_Arg,T64,648,4
T51,And_Or_Arg,T59,648,4
T1,Argument-Arg,T4,650,0
T1,Argument-Arg,T5,650,0
T4,And_Or_Arg,T2,650,0
T4,And_Or_Arg,T3,650,0
T6,Retrn_val-Arg,T7,658,0
T6,Post_Clause-Arg,T9,658,0
T9,Argument-Arg,T8,658,0
T9,Argument-Arg,T10,658,0
T12,Argument-Arg,T11,657,0
T12,Argument-Arg,T13,657,0
T12,Post_Clause-Arg,T19,657,0
T14,Argument-Arg,T17,657,0
T14,Argument-Arg,T13,657,0
T17,And_Or_Arg,T15,657,0
T17,And_Or_Arg,T16,657,0
T19,Argument-Arg,T22,657,0
T22,Argument-Arg,T21,657,0
T22,Argument-Arg,T20,657,0
T25,And_Or_Arg,T23,656,0
T25,And_Or_Arg,T24,656,0
T26,Argument-Arg,T25,656,0
T27,Argument-Arg,T28,656,0
T29,Pre_Clause-Arg,T30,655,0
T33,Retrn_val-Arg,T34,655,0
T37,And_Or_Arg,T36,654,0
T37,And_Or_Arg,T35,654,0
T39,Argument-Arg,T42,654,0
T42,And_Or_Arg,T40,654,0
T42,And_Or_Arg,T41,654,0
T38,Argument-Arg,T39,654,0
T38,Argument-Arg,T37,654,0
T45,And_Or_Arg,T44,653,0
T45,And_Or_Arg,T43,653,0
T46,Argument-Arg,T45,653,0
T46,Argument-Arg,T47,653,0
T30,Argument-Arg,T31,655,0
T30,Post_Clause-Arg,T33,655,0
T1,Argument-Arg,T2,659,1
T1,Post_Clause-Arg,T4,659,1
T4,Argument-Arg,T5,659,1
T4,Argument-Arg,T3,659,1
T7,Argument-Arg,T8,661,1
T9,Pre_Clause-Arg,T11,661,1
T11,Argument-Arg,T12,661,1
T11,Argument-Arg,T10,661,1
T11,Post_Clause-Arg,T7,661,1
T13,Pre_Clause-Arg,T14,660,1
T14,Argument-Arg,T16,660,1
T14,Argument-Arg,T15,660,1
T14,Argument-Arg,T17,660,1
T14,Post_Clause-Arg,T18,660,1
T18,Argument-Arg,T19,660,1
T19,Argument-Arg,T20,660,1
T19,Argument-Arg,T21,660,1
T1,Pre_Clause-Arg,T3,662,4
T3,Argument-Arg,T2,662,4
T3,Post_Clause-Arg,T5,662,4
T5,Retrn_val-Arg,T4,662,4
T5,Argument-Arg,T7,662,4
T8,Pre_Clause-Arg,T10,663,4
T10,Argument-Arg,T9,663,4
T10,Post_Clause-Arg,T12,663,4
T12,Argument-Arg,T11,663,4
T2,Argument-Arg,T3,664,3
T2,Post_Clause-Arg,T6,664,3
T4,Argument-Arg,T5,664,3
T4,Argument-Arg,T3,664,3
T6,Argument-Arg,T7,664,3
T8,And_Or_Arg,T9,664,3
T8,And_Or_Arg,T6,664,3
T9,Argument-Arg,T10,664,3
T11,Argument-Arg,T10,664,3
T12,Pre_Clause-Arg,T18,665,3
T14,Argument-Arg,T15,665,3
T15,Argument-Arg,T16,665,3
T18,Argument-Arg,T17,665,3
T18,Argument-Arg,T19,665,3
T18,Post_Clause-Arg,T21,665,3
T19,Argument-Arg,T20,665,3
T21,Argument-Arg,T22,665,3
T21,Post_Clause-Arg,T14,665,3
T4,Argument-Arg,T5,666,0
T4,Argument-Arg,T3,666,0
T1,Argument-Arg,T3,666,0
T2,Argument-Arg,T1,666,0
T6,Pre_Clause-Arg,T8,667,0
T8,Argument-Arg,T7,667,0
T8,Post_Clause-Arg,T9,667,0
T9,Retrn_val-Arg,T14,667,0
T7,Argument-Arg,T13,667,0
T14,And_Or_Arg,T12,667,0
T14,And_Or_Arg,T16,667,0
T14,And_Or_Arg,T11,667,0
T14,And_Or_Arg,T10,667,0
T21,Retrn_val-Arg,T22,667,0
T27,And_Or_Arg,T26,668,0
T27,And_Or_Arg,T25,668,0
T28,Argument-Arg,T29,668,0
T28,Argument-Arg,T27,668,0
T32,And_Or_Arg,T30,669,0
T32,And_Or_Arg,T31,669,0
T33,Argument-Arg,T35,669,0
T33,Argument-Arg,T34,669,0
T36,Argument-Arg,T33,669,0
T36,Argument-Arg,T32,669,0
T37,And_Or_Arg,T38,668,0
T37,And_Or_Arg,T39,668,0
T40,Argument-Arg,T44,668,0
T40,Argument-Arg,T42,668,0
T42,Argument-Arg,T43,668,0
T42,Argument-Arg,T41,668,0
T45,Argument-Arg,T46,670,0
T45,Argument-Arg,T47,670,0
T50,And_Or_Arg,T49,671,0
T50,And_Or_Arg,T48,671,0
T51,Retrn_val-Arg,T50,671,0
T51,Argument-Arg,T19,671,0
T53,Retrn_val-Arg,T54,672,0
T53,Post_Clause-Arg,T56,672,0
T56,Argument-Arg,T57,672,0
T56,Argument-Arg,T55,672,0
T58,Pre_Clause-Arg,T20,673,0
T64,And_Or_Arg,T24,673,0
T64,And_Or_Arg,T52,673,0
T67,Retrn_val-Arg,T70,673,0
T70,Argument-Arg,T72,673,0
T70,Argument-Arg,T71,673,0
T72,And_Or_Arg,T69,673,0
T72,And_Or_Arg,T68,673,0
T74,Argument-Arg,T75,674,0
T74,Argument-Arg,T73,674,0
T76,Argument-Arg,T77,674,0
T78,Argument-Arg,T79,675,0
T79,Argument-Arg,T80,675,0
T81,Argument-Arg,T82,675,0
T83,Argument-Arg,T84,676,0
T83,Argument-Arg,T85,676,0
T86,Pre_Clause-Arg,T88,678,0
T88,Argument-Arg,T89,678,0
T88,Post_Clause-Arg,T92,678,0
T90,Argument-Arg,T88,678,0
T90,Argument-Arg,T91,678,0
T92,Retrn_val-Arg,T93,678,0
T94,Argument-Arg,T95,677,0
T96,Pre_Clause-Arg,T97,680,0
T97,Argument-Arg,T99,680,0
T97,Post_Clause-Arg,T63,680,0
T100,Pre_Clause-Arg,T101,679,0
T101,Retrn_val-Arg,T102,679,0
T101,Post_Clause-Arg,T103,679,0
T103,And_Or_Arg,T105,679,0
T103,And_Or_Arg,T61,679,0
T105,Argument-Arg,T106,679,0
T10,Argument-Arg,T15,667,0
T11,Argument-Arg,T15,667,0
T12,Argument-Arg,T15,667,0
T16,Argument-Arg,T15,667,0
T17,Argument-Arg,T23,667,0
T17,Post_Clause-Arg,T21,667,0
T18,Pre_Clause-Arg,T17,667,0
T20,Argument-Arg,T64,673,0
T20,Post_Clause-Arg,T67,673,0
T24,Argument-Arg,T62,673,0
T52,Argument-Arg,T62,673,0
T61,Argument-Arg,T104,679,0
T63,Argument-Arg,T65,680,0
T65,Argument-Arg,T66,680,0
T66,Argument-Arg,T109,680,0
T1,Argument-Arg,T2,681,1
T1,Argument-Arg,T3,681,1
T4,Argument-Arg,T3,681,1
T4,Argument-Arg,T5,681,1
T2,Argument-Arg,T3,682,3
T2,Argument-Arg,T4,682,3
T2,Argument-Arg,T5,682,3
T6,Argument-Arg,T8,683,3
T6,Argument-Arg,T9,683,3
T10,Argument-Arg,T9,683,3
T10,Argument-Arg,T64,683,3
T12,Pre_Clause-Arg,T15,687,3
T15,Argument-Arg,T13,687,3
T15,Argument-Arg,T14,687,3
T15,Post_Clause-Arg,T17,687,3
T17,Retrn_val-Arg,T18,687,3
T19,Argument-Arg,T21,688,3
T22,Pre_Clause-Arg,T24,684,3
T27,Argument-Arg,T28,684,3
T27,Argument-Arg,T29,684,3
T30,Argument-Arg,T31,691,3
T30,Argument-Arg,T32,691,3
T30,Argument-Arg,T33,691,3
T36,Argument-Arg,T37,690,3
T36,Argument-Arg,T38,690,3
T36,Argument-Arg,T39,690,3
T39,Argument-Arg,T35,690,3
T39,Argument-Arg,T34,690,3
T40,Argument-Arg,T41,685,3
T43,Argument-Arg,T46,685,3
T43,Post_Clause-Arg,T40,685,3
T46,Argument-Arg,T44,685,3
T46,Argument-Arg,T45,685,3
T50,Argument-Arg,T51,686,3
T50,Argument-Arg,T55,686,3
T50,Argument-Arg,T49,686,3
T47,Argument-Arg,T56,689,3
T47,Argument-Arg,T53,689,3
T47,Argument-Arg,T57,689,3
T47,Argument-Arg,T54,689,3
T47,Argument-Arg,T58,689,3
T47,Argument-Arg,T59,689,3
T60,Argument-Arg,T61,689,3
T60,Argument-Arg,T47,689,3
T62,Argument-Arg,T50,686,3
T24,Argument-Arg,T25,684,3
T24,Argument-Arg,T26,684,3
T24,Post_Clause-Arg,T27,684,3
T64,And_Or_Arg,T11,683,3
T64,And_Or_Arg,T65,683,3
T65,Argument-Arg,T52,683,3
T8,Argument-Arg,T5,693,1
T8,Argument-Arg,T6,693,1
T9,Argument-Arg,T10,693,1
T9,Argument-Arg,T8,693,1
T11,Argument-Arg,T12,692,1
T11,Argument-Arg,T1,692,1
T11,Argument-Arg,T2,692,1
T13,Argument-Arg,T14,692,1
T13,Argument-Arg,T4,692,1
T13,Argument-Arg,T2,692,1
T17,And_Or_Arg,T15,694,1
T17,And_Or_Arg,T16,694,1
T18,Argument-Arg,T17,694,1
T19,Pre_Clause-Arg,T20,695,1
T20,Argument-Arg,T21,695,1
T20,Post_Clause-Arg,T24,695,1
T20,Argument-Arg,T22,695,1
T24,Argument-Arg,T23,695,1
T24,Argument-Arg,T25,695,1
T27,And_Or_Arg,T28,696,1
T27,And_Or_Arg,T29,696,1
T40,And_Or_Arg,T36,696,1
T40,And_Or_Arg,T38,696,1
T41,Argument-Arg,T44,697,1
T26,Argument-Arg,T33,696,1
T26,Argument-Arg,T32,696,1
T31,Argument-Arg,T35,696,1
T34,Argument-Arg,T33,696,1
T34,Argument-Arg,T31,696,1
T34,Argument-Arg,T27,696,1
T36,Argument-Arg,T37,696,1
T36,Argument-Arg,T35,696,1
T38,Argument-Arg,T39,696,1
T38,Argument-Arg,T35,696,1
T42,Argument-Arg,T43,697,1
T42,Argument-Arg,T41,697,1
T5,Argument-Arg,T2,698,4
T5,Argument-Arg,T8,698,4
T6,Argument-Arg,T7,698,4
T6,Retrn_val-Arg,T8,698,4
T9,Argument-Arg,T12,698,4
T9,Argument-Arg,T13,698,4
T12,And_Or_Arg,T10,698,4
T12,And_Or_Arg,T11,698,4
T13,And_Or_Arg,T4,698,4
T13,And_Or_Arg,T3,698,4
T14,And_Or_Arg,T9,698,4
T14,And_Or_Arg,T5,698,4
T15,Argument-Arg,T14,698,4
T15,Argument-Arg,T16,698,4
T16,Argument-Arg,T17,698,4
T22,Argument-Arg,T23,698,4
T22,Argument-Arg,T24,698,4
T25,Argument-Arg,T26,699,4
T25,Argument-Arg,T27,699,4
T28,Pre_Clause-Arg,T29,700,4
T29,Argument-Arg,T31,700,4
T29,Argument-Arg,T30,700,4
T29,Post_Clause-Arg,T37,700,4
T32,Retrn_val-Arg,T33,700,4
T34,Argument-Arg,T36,700,4
T34,Argument-Arg,T35,700,4
T37,And_Or_Arg,T34,700,4
T37,And_Or_Arg,T32,700,4
T39,Argument-Arg,T40,701,4
T39,Argument-Arg,T38,701,4
T39,Post_Clause-Arg,T43,701,4
T41,Argument-Arg,T42,701,4
T41,Argument-Arg,T40,701,4
T43,Argument-Arg,T44,701,4
T43,Argument-Arg,T45,701,4
T47,Argument-Arg,T78,702,4
T47,Retrn_val-Arg,T48,702,4
T51,Pre_Clause-Arg,T53,703,4
T53,Argument-Arg,T57,703,4
T53,Argument-Arg,T52,703,4
T53,Post_Clause-Arg,T60,703,4
T54,And_Or_Arg,T56,703,4
T54,And_Or_Arg,T55,703,4
T57,Argument-Arg,T54,703,4
T60,Argument-Arg,T59,703,4
T60,Argument-Arg,T62,703,4
T62,And_Or_Arg,T63,703,4
T62,And_Or_Arg,T61,703,4
T64,Pre_Clause-Arg,T66,704,4
T66,Argument-Arg,T67,704,4
T66,Post_Clause-Arg,T68,704,4
T68,Argument-Arg,T70,704,4
T68,Retrn_val-Arg,T69,704,4
T71,Argument-Arg,T73,702,4
T71,Post_Clause-Arg,T47,702,4
T73,Argument-Arg,T72,702,4
T73,Argument-Arg,T74,702,4
T75,Argument-Arg,T74,702,4
T75,Argument-Arg,T76,702,4
T76,And_Or_Arg,T49,702,4
T76,And_Or_Arg,T50,702,4
T78,Argument-Arg,T79,702,4
T77,Argument-Arg,T82,705,4
T77,Argument-Arg,T80,705,4
T80,Argument-Arg,T81,705,4
T83,Pre_Clause-Arg,T89,705,4
T85,Argument-Arg,T88,705,4
T85,Argument-Arg,T84,705,4
T88,And_Or_Arg,T87,705,4
T88,And_Or_Arg,T86,705,4
T89,Argument-Arg,T90,705,4
T89,Argument-Arg,T84,705,4
T89,Post_Clause-Arg,T77,705,4
T92,Argument-Arg,T93,706,4
T92,Argument-Arg,T91,706,4
T94,Argument-Arg,T95,706,4
T94,Argument-Arg,T92,706,4
T96,Argument-Arg,T98,706,4
T96,Post_Clause-Arg,T94,706,4
T98,Argument-Arg,T99,706,4
T98,Argument-Arg,T97,706,4
T102,Argument-Arg,T103,707,4
T100,Argument-Arg,T102,707,4
T104,Retrn_val-Arg,T105,707,4
T104,Post_Clause-Arg,T100,707,4
T106,Argument-Arg,T107,708,4
T108,Argument-Arg,T109,708,4
T108,Post_Clause-Arg,T106,708,4
T109,Argument-Arg,T110,708,4
T110,Argument-Arg,T111,708,4
T112,Argument-Arg,T113,709,4
T112,Argument-Arg,T114,709,4
T115,Argument-Arg,T119,710,4
T115,Argument-Arg,T116,710,4
T119,And_Or_Arg,T117,710,4
T119,And_Or_Arg,T118,710,4
T120,Argument-Arg,T121,710,4
T120,Argument-Arg,T115,710,4
T122,Pre_Clause-Arg,T123,710,4
T123,Argument-Arg,T125,710,4
T123,Post_Clause-Arg,T115,710,4
T125,And_Or_Arg,T127,710,4
T125,And_Or_Arg,T124,710,4
T127,And_Or_Arg,T128,710,4
T127,And_Or_Arg,T126,710,4
T19,Argument-Arg,T24,698,4
T19,Post_Clause-Arg,T15,698,4
T1,Argument-Arg,T2,711,0
T1,Retrn_val-Arg,T3,711,0
T3,Argument-Arg,T4,711,0
T3,Retrn_val-Arg,T7,711,0
T4,And_Or_Arg,T5,711,0
T4,And_Or_Arg,T6,711,0
T8,Retrn_val-Arg,T9,712,0
T8,Argument-Arg,T10,712,0
T10,And_Or_Arg,T11,712,0
T10,And_Or_Arg,T12,712,0
T13,Retrn_val-Arg,T14,713,0
T15,Argument-Arg,T22,713,0
T15,Argument-Arg,T20,713,0
T15,Post_Clause-Arg,T13,713,0
T17,Argument-Arg,T18,713,0
T20,Argument-Arg,T21,713,0
T20,Argument-Arg,T17,713,0
T4,And_Or_Arg,T2,714,0
T4,And_Or_Arg,T3,714,0
T5,Argument-Arg,T7,714,0
T5,Retrn_val-Arg,T6,714,0
T5,Argument-Arg,T8,714,0
T10,And_Or_Arg,T11,715,0
T10,And_Or_Arg,T9,715,0
T13,Argument-Arg,T14,715,0
T13,Argument-Arg,T10,715,0
T16,Argument-Arg,T10,715,0
T16,Argument-Arg,T17,715,0
T19,Argument-Arg,T18,716,0
T19,Retrn_val-Arg,T20,716,0
T21,Argument-Arg,T23,717,0
T21,Argument-Arg,T22,717,0
T26,Pre_Clause-Arg,T27,718,0
T27,Argument-Arg,T28,718,0
T27,Argument-Arg,T29,718,0
T27,Post_Clause-Arg,T31,718,0
T31,Argument-Arg,T32,718,0
T31,Post_Clause-Arg,T33,718,0
T33,Argument-Arg,T34,718,0
T37,Argument-Arg,T36,719,0
T39,Retrn_val-Arg,T38,719,0
T39,Post_Clause-Arg,T37,719,0
T40,Retrn_val-Arg,T43,720,0
T42,Pre_Clause-Arg,T44,720,0
T47,Retrn_val-Arg,T48,721,0
T47,Post_Clause-Arg,T50,721,0
T50,Argument-Arg,T51,721,0
T50,Argument-Arg,T49,721,0
T54,Argument-Arg,T53,722,0
T54,Retrn_val-Arg,T55,722,0
T54,Post_Clause-Arg,T75,722,0
T59,And_Or_Arg,T61,724,0
T59,And_Or_Arg,T60,724,0
T60,Retrn_val-Arg,T63,724,0
T60,Argument-Arg,T58,724,0
T61,Retrn_val-Arg,T62,724,0
T61,Argument-Arg,T58,724,0
T64,Retrn_val-Arg,T65,725,0
T64,Argument-Arg,T66,725,0
T70,Argument-Arg,T69,723,0
T70,Argument-Arg,T72,723,0
T70,Argument-Arg,T68,723,0
T70,Argument-Arg,T74,723,0
T72,Argument-Arg,T73,723,0
T72,Argument-Arg,T71,723,0
T24,Argument-Arg,T22,717,0
T25,Argument-Arg,T65,725,0
T25,Argument-Arg,T67,725,0
T56,Argument-Arg,T52,722,0
T75,And_Or_Arg,T76,722,0
T75,And_Or_Arg,T56,722,0
T44,Argument-Arg,T46,720,0
T44,Post_Clause-Arg,T40,720,0
T8,Argument-Arg,T4,714,0
T8,Argument-Arg,T1,714,0
T1,Argument-Arg,T2,726,3
T2,And_Or_Arg,T5,726,3
T2,And_Or_Arg,T3,726,3
T3,Argument-Arg,T4,726,3
T5,Argument-Arg,T6,726,3
T7,Argument-Arg,T9,727,3
T7,Argument-Arg,T8,727,3
T10,Argument-Arg,T11,727,3
T10,Argument-Arg,T7,727,3
T12,Pre_Clause-Arg,T13,728,3
T13,Argument-Arg,T15,728,3
T13,Argument-Arg,T14,728,3
T13,Post_Clause-Arg,T16,728,3
T16,Argument-Arg,T18,728,3
T22,Argument-Arg,T19,729,3
T22,Argument-Arg,T20,729,3
T22,Argument-Arg,T21,729,3
T21,Argument-Arg,T23,729,3
T21,Argument-Arg,T25,729,3
T24,Argument-Arg,T20,729,3
T26,Pre_Clause-Arg,T28,730,3
T28,Argument-Arg,T29,730,3
T28,Argument-Arg,T31,730,3
T28,Argument-Arg,T27,730,3
T28,Post_Clause-Arg,T34,730,3
T31,Argument-Arg,T32,730,3
T31,Argument-Arg,T30,730,3
T34,Argument-Arg,T35,730,3
T34,Argument-Arg,T33,730,3
T36,Pre_Clause-Arg,T38,731,3
T38,Argument-Arg,T39,731,3
T38,Argument-Arg,T37,731,3
T38,Argument-Arg,T40,731,3
T38,Post_Clause-Arg,T45,731,3
T40,Argument-Arg,T42,731,3
T40,Argument-Arg,T41,731,3
T44,Pre_Clause-Arg,T47,732,3
T45,Argument-Arg,T46,731,3
T45,Argument-Arg,T43,731,3
T47,Argument-Arg,T49,732,3
T47,Argument-Arg,T48,732,3
T50,And_Or_Arg,T44,732,3
T50,And_Or_Arg,T51,732,3
T50,Post_Clause-Arg,T60,732,3
T51,Pre_Clause-Arg,T53,732,3
T53,Argument-Arg,T57,732,3
T53,Argument-Arg,T52,732,3
T54,And_Or_Arg,T56,732,3
T54,And_Or_Arg,T55,732,3
T57,Argument-Arg,T54,732,3
T57,Argument-Arg,T58,732,3
T60,Argument-Arg,T61,732,3
T60,Argument-Arg,T59,732,3
T61,Argument-Arg,T62,732,3
T61,Argument-Arg,T63,732,3
T65,Argument-Arg,T66,733,3
T65,Argument-Arg,T64,733,3
T67,Argument-Arg,T71,733,3
T67,Argument-Arg,T68,733,3
T67,Post_Clause-Arg,T65,733,3
T69,Argument-Arg,T70,733,3
T69,Argument-Arg,T65,733,3
T71,Argument-Arg,T73,733,3
T71,Argument-Arg,T72,733,3
T75,And_Or_Arg,T76,734,3
T75,And_Or_Arg,T74,734,3
T77,Argument-Arg,T78,734,3
T77,Argument-Arg,T75,734,3
T77,Post_Clause-Arg,T80,734,3
T80,Retrn_val-Arg,T82,734,3
T80,Argument-Arg,T81,734,3
T83,Pre_Clause-Arg,T84,735,3
T84,Argument-Arg,T86,735,3
T84,Argument-Arg,T85,735,3
T87,Pre_Clause-Arg,T89,735,3
T89,Argument-Arg,T90,735,3
T89,Argument-Arg,T88,735,3
T90,And_Or_Arg,T91,735,3
T90,And_Or_Arg,T92,735,3
T93,Argument-Arg,T94,735,3
T93,Argument-Arg,T90,735,3
T95,And_Or_Arg,T87,735,3
T95,And_Or_Arg,T83,735,3
T95,Post_Clause-Arg,T97,735,3
T97,Argument-Arg,T98,735,3
T97,Argument-Arg,T96,735,3
T100,Argument-Arg,T101,736,3
T100,Argument-Arg,T99,736,3
T102,Pre_Clause-Arg,T103,737,3
T103,Argument-Arg,T105,737,3
T103,Argument-Arg,T104,737,3
T106,And_Or_Arg,T107,737,3
T106,And_Or_Arg,T102,737,3
T106,Post_Clause-Arg,T111,737,3
T107,Pre_Clause-Arg,T108,737,3
T108,Argument-Arg,T110,737,3
T108,Argument-Arg,T109,737,3
T111,Retrn_val-Arg,T113,737,3
T114,Pre_Clause-Arg,T115,738,3
T115,And_Or_Arg,T137,738,3
T115,And_Or_Arg,T116,738,3
T115,Post_Clause-Arg,T134,738,3
T116,Argument-Arg,T117,738,3
T116,Argument-Arg,T118,738,3
T120,Pre_Clause-Arg,T122,739,3
T122,Argument-Arg,T124,739,3
T122,Argument-Arg,T123,739,3
T122,Post_Clause-Arg,T125,739,3
T125,Retrn_val-Arg,T127,739,3
T125,Post_Clause-Arg,T143,739,3
T128,Retrn_val-Arg,T129,740,3
T132,Argument-Arg,T133,738,3
T134,And_Or_Arg,T132,738,3
T134,And_Or_Arg,T135,738,3
T135,Retrn_val-Arg,T136,738,3
T137,Argument-Arg,T130,738,3
T138,Argument-Arg,T140,739,3
T138,Post_Clause-Arg,T146,739,3
T140,Argument-Arg,T139,739,3
T142,Pre_Clause-Arg,T138,739,3
T143,Post_Clause-Arg,T146,739,3
T146,Argument-Arg,T145,739,3
T147,Pre_Clause-Arg,T148,741,3
T148,Argument-Arg,T149,741,3
T148,Post_Clause-Arg,T151,741,3
T151,Argument-Arg,T152,741,3
T1,Pre_Clause-Arg,T4,742,2
T4,Argument-Arg,T3,742,2
T4,Post_Clause-Arg,T7,742,2
T6,Argument-Arg,T2,742,2
T6,Argument-Arg,T3,742,2
T7,Retrn_val-Arg,T9,742,2
T2,Argument-Arg,T3,743,1
T4,Argument-Arg,T5,743,1
T4,Argument-Arg,T2,743,1
T6,Argument-Arg,T9,744,1
T10,Argument-Arg,T9,744,1
T12,Argument-Arg,T14,749,1
T15,Argument-Arg,T12,749,1
T15,Argument-Arg,T16,749,1
T15,Argument-Arg,T18,749,1
T16,Argument-Arg,T17,749,1
T19,Pre_Clause-Arg,T20,747,1
T20,Argument-Arg,T22,747,1
T20,Argument-Arg,T23,747,1
T20,Post_Clause-Arg,T25,747,1
T25,Retrn_val-Arg,T26,747,1
T27,Pre_Clause-Arg,T31,748,1
T29,And_Or_Arg,T28,748,1
T29,And_Or_Arg,T30,748,1
T33,Argument-Arg,T36,748,1
T36,And_Or_Arg,T32,748,1
T36,And_Or_Arg,T37,748,1
T38,Argument-Arg,T39,745,1
T38,Post_Clause-Arg,T42,745,1
T40,Pre_Clause-Arg,T38,745,1
